category,sub_category,brand,model,material,color,quality,flag,pop1,pop2,time_online,sold,price
3.0,38.0,959.0,,11.0,18.0,1.0,0,0,30,33,1,1075.64
2.0,52.0,466.0,,8.0,4.0,1.0,0,8,108,723,0,703.84
1.0,17.0,1008.0,,24.0,1.0,1.0,0,3,62,12,1,2148.14
2.0,26.0,333.0,,3.0,18.0,2.0,0,16,42,478,0,1218.64
2.0,11.0,271.0,,47.0,15.0,2.0,0,24,132,169,1,1004.14
2.0,11.0,993.0,,56.0,3.0,2.0,0,2,14,475,0,803.05
4.0,14.0,907.0,,24.0,3.0,2.0,0,3,30,172,1,3578.14
2.0,9.0,313.0,,56.0,3.0,1.0,0,6,60,467,0,2434.14
1.0,17.0,638.0,,56.0,3.0,1.0,0,9,98,66,1,603.74
2.0,27.0,541.0,,8.0,12.0,1.0,0,6,119,6,1,1147.14
4.0,20.0,715.0,,24.0,3.0,2.0,0,0,15,15,1,1147.14
2.0,47.0,16.0,,32.0,0.0,2.0,0,5,80,169,1,3096.8
2.0,45.0,466.0,,61.0,25.0,2.0,0,3,28,134,1,432.14
4.0,39.0,931.0,,24.0,1.0,2.0,0,12,79,721,0,1418.84
2.0,29.0,852.0,,24.0,13.0,2.0,0,5,63,164,1,6489.49
2.0,26.0,1059.0,,8.0,4.0,2.0,0,5,24,61,1,787.69
0.0,40.0,47.0,,47.0,11.0,2.0,0,6,52,134,1,1972.32
0.0,48.0,644.0,,32.0,3.0,2.0,0,6,95,4,1,1290.14
4.0,20.0,950.0,,33.0,3.0,2.0,0,3,14,534,0,2148.14
2.0,42.0,291.0,,8.0,24.0,2.0,0,8,107,307,1,1647.64
4.0,6.0,371.0,,55.0,1.0,2.0,0,7,55,357,1,2176.74
4.0,53.0,852.0,,55.0,1.0,1.0,0,5,54,669,0,4293.14
4.0,0.0,395.0,,55.0,12.0,1.0,0,2,33,552,0,2863.14
2.0,56.0,315.0,,61.0,24.0,2.0,0,7,15,370,0,1428.02
1.0,17.0,890.0,193.0,24.0,1.0,2.0,0,26,221,503,0,8440.14
4.0,39.0,291.0,,24.0,3.0,2.0,0,6,54,683,0,3149.14
2.0,36.0,47.0,,8.0,3.0,2.0,0,15,74,65,1,1004.14
4.0,53.0,439.0,,24.0,18.0,1.0,0,12,169,92,1,975.54
4.0,20.0,950.0,,33.0,21.0,2.0,0,2,29,654,0,1990.63
4.0,0.0,16.0,99.0,55.0,3.0,2.0,1,15,144,1,1,3649.64
2.0,21.0,1074.0,,58.0,6.0,1.0,0,4,22,477,0,1862.14
4.0,6.0,127.0,,24.0,3.0,1.0,0,22,259,239,1,1147.14
2.0,11.0,666.0,,47.0,15.0,2.0,0,3,41,531,0,3692.54
0.0,18.0,705.0,,61.0,18.0,2.0,0,10,62,30,1,561.05
1.0,8.0,943.0,,56.0,3.0,2.0,0,8,70,14,1,3120.65
2.0,45.0,466.0,,47.0,3.0,1.0,0,9,64,43,1,970.25
2.0,52.0,796.0,,8.0,12.0,1.0,0,1,37,70,1,1647.64
2.0,26.0,466.0,,39.0,18.0,2.0,0,15,99,520,0,2148.14
2.0,22.0,16.0,85.0,9.0,3.0,2.0,0,1,15,10,1,593.6
0.0,37.0,291.0,,24.0,7.0,2.0,0,1,12,2,1,403.54
2.0,45.0,311.0,,25.0,19.0,1.0,0,2,13,713,0,466.35
2.0,45.0,906.0,,39.0,16.0,2.0,0,8,95,27,1,909.32
2.0,52.0,685.0,,3.0,3.0,2.0,0,6,30,11,1,1075.64
4.0,6.0,77.0,,24.0,3.0,2.0,0,3,65,24,1,2863.14
2.0,52.0,86.0,,8.0,24.0,2.0,0,0,19,22,1,1218.64
0.0,40.0,959.0,,17.0,18.0,2.0,0,4,46,30,1,575.14
2.0,11.0,271.0,,56.0,4.0,1.0,0,2,80,53,1,565.61
0.0,48.0,1048.0,,28.0,0.0,1.0,0,3,45,672,0,3578.14
2.0,45.0,313.0,,66.0,3.0,2.0,0,0,24,65,1,417.84
2.0,56.0,943.0,,66.0,13.0,1.0,0,2,9,5,1,1321.48
1.0,1.0,541.0,,7.0,15.0,2.0,0,12,115,33,1,3658.47
0.0,48.0,289.0,,37.0,6.0,2.0,0,7,50,313,1,1933.64
4.0,39.0,465.0,,24.0,3.0,0.0,0,1,36,2,1,2148.14
2.0,11.0,715.0,,61.0,3.0,1.0,0,4,26,6,1,1290.14
2.0,11.0,65.0,,8.0,12.0,2.0,0,1,10,570,0,1361.64
2.0,22.0,63.0,,8.0,4.0,2.0,0,2,47,140,1,904.04
2.0,22.0,900.0,,8.0,4.0,2.0,0,0,15,584,0,794.79
3.0,7.0,276.0,183.0,63.0,22.0,1.0,0,5,96,2,1,10728.14
0.0,5.0,1000.0,,24.0,1.0,2.0,0,1,48,53,1,1576.14
1.0,17.0,1000.0,,24.0,3.0,2.0,0,3,85,108,1,1433.14
4.0,0.0,465.0,149.0,24.0,0.0,2.0,0,10,142,15,1,5437.14
4.0,20.0,465.0,,55.0,3.0,2.0,0,6,55,2,1,2148.14
4.0,39.0,934.0,,24.0,15.0,2.0,0,18,53,450,0,4405.4
2.0,11.0,620.0,,8.0,3.0,1.0,0,7,59,432,0,1937.25
3.0,7.0,959.0,,11.0,22.0,2.0,0,1,11,19,1,1418.84
4.0,4.0,371.0,,24.0,3.0,2.0,0,1,17,5,1,1218.64
2.0,11.0,808.0,,39.0,3.0,2.0,0,12,77,174,1,1776.34
4.0,6.0,99.0,,60.0,7.0,2.0,0,35,209,55,1,4856.64
1.0,54.0,204.0,,56.0,3.0,2.0,0,13,86,75,1,3864.14
1.0,17.0,541.0,,24.0,0.0,2.0,0,4,38,74,1,2505.64
2.0,22.0,465.0,,9.0,3.0,1.0,0,1,25,683,0,1089.94
4.0,53.0,465.0,,24.0,24.0,0.0,0,12,141,80,1,1433.14
1.0,17.0,47.0,,55.0,3.0,2.0,0,8,92,169,1,1787.5
2.0,21.0,229.0,,66.0,3.0,2.0,0,9,50,466,0,3649.64
2.0,56.0,1051.0,,66.0,12.0,2.0,0,3,21,171,1,1075.64
4.0,20.0,499.0,,24.0,20.0,2.0,0,0,16,5,1,1447.44
4.0,20.0,890.0,,24.0,6.0,2.0,0,3,43,37,1,1238.98
4.0,0.0,1000.0,,55.0,6.0,1.0,0,6,152,47,1,1433.14
1.0,17.0,530.0,,56.0,3.0,2.0,0,5,37,6,1,1719.14
2.0,21.0,341.0,,66.0,16.0,2.0,0,1,42,195,1,1361.64
2.0,9.0,715.0,,66.0,19.0,2.0,0,2,30,69,1,2863.14
0.0,15.0,988.0,,24.0,3.0,2.0,0,4,10,0,1,703.84
0.0,40.0,44.0,,66.0,18.0,2.0,0,4,36,5,1,861.14
2.0,45.0,378.0,,61.0,21.0,2.0,0,18,67,652,0,3578.14
2.0,26.0,831.0,,66.0,8.0,2.0,0,2,42,14,1,718.14
2.0,9.0,523.0,,8.0,11.0,2.0,0,9,138,26,1,3677.22
4.0,6.0,943.0,,39.0,3.0,2.0,0,21,106,467,0,1132.84
4.0,20.0,320.0,,24.0,19.0,2.0,0,3,22,135,1,861.14
2.0,9.0,236.0,,3.0,11.0,2.0,0,23,99,405,0,2577.14
2.0,11.0,466.0,,61.0,3.0,2.0,0,15,142,57,1,2219.64
0.0,48.0,931.0,,37.0,18.0,1.0,0,5,23,7,1,689.54
1.0,17.0,1000.0,,24.0,24.0,2.0,0,11,224,177,1,4865.14
4.0,0.0,465.0,23.0,55.0,4.0,2.0,0,5,48,17,1,2148.14
2.0,11.0,466.0,,47.0,13.0,2.0,0,5,51,48,1,1361.64
2.0,11.0,685.0,,56.0,3.0,2.0,0,2,23,5,1,1290.14
2.0,11.0,187.0,,61.0,19.0,2.0,0,7,82,469,0,932.64
2.0,26.0,465.0,,66.0,11.0,2.0,0,6,37,2,1,3563.84
2.0,11.0,466.0,,39.0,3.0,2.0,0,5,33,367,0,2577.14
2.0,21.0,681.0,,8.0,3.0,2.0,0,1,8,479,0,2863.14
4.0,39.0,666.0,,45.0,11.0,2.0,0,4,60,166,1,1290.14
4.0,53.0,465.0,27.0,24.0,10.0,2.0,0,3,41,208,1,1533.24
2.0,26.0,842.0,,66.0,3.0,2.0,0,9,73,364,1,861.14
1.0,46.0,633.0,,24.0,1.0,1.0,1,49,250,412,0,2005.14
2.0,29.0,466.0,,60.0,11.0,1.0,0,5,48,548,0,1933.64
0.0,48.0,171.0,,28.0,10.0,2.0,0,6,95,4,1,6152.14
2.0,56.0,991.0,,24.0,6.0,2.0,0,4,24,526,0,3578.14
4.0,39.0,666.0,,55.0,12.0,2.0,0,2,48,6,1,3864.14
2.0,11.0,179.0,,9.0,17.0,2.0,0,4,40,478,1,761.04
2.0,11.0,620.0,,61.0,23.0,2.0,0,12,69,650,0,1790.64
0.0,40.0,673.0,,56.0,3.0,2.0,0,1,15,1,1,1439.76
2.0,9.0,685.0,,66.0,6.0,1.0,0,9,111,545,0,3578.14
2.0,56.0,685.0,,8.0,11.0,2.0,0,1,4,593,0,846.84
2.0,21.0,341.0,,66.0,6.0,2.0,0,5,48,39,1,3578.14
2.0,26.0,666.0,,8.0,9.0,2.0,0,5,41,461,0,2291.14
2.0,52.0,943.0,,47.0,18.0,1.0,0,15,63,484,0,816.19
0.0,48.0,507.0,,28.0,22.0,2.0,0,4,24,666,0,679.36
4.0,6.0,466.0,,40.0,8.0,2.0,0,6,36,3,1,3139.0
2.0,11.0,943.0,,56.0,21.0,2.0,0,4,60,34,1,2005.14
2.0,50.0,796.0,,8.0,3.0,2.0,0,1,30,3,1,2505.64
2.0,11.0,1082.0,,8.0,3.0,2.0,0,5,85,680,0,2434.14
2.0,50.0,289.0,,8.0,4.0,2.0,0,6,41,374,0,1075.64
1.0,17.0,720.0,2.0,24.0,6.0,1.0,0,4,113,4,1,5630.85
2.0,11.0,506.0,,66.0,3.0,2.0,0,4,36,439,0,1133.35
4.0,39.0,705.0,,7.0,14.0,2.0,0,1,15,677,0,2863.14
4.0,14.0,1008.0,,24.0,10.0,2.0,0,11,62,662,0,2577.14
2.0,26.0,49.0,,66.0,25.0,2.0,0,6,40,9,1,2133.15
4.0,20.0,99.0,,55.0,8.0,2.0,0,9,58,68,1,2148.14
2.0,50.0,796.0,,8.0,24.0,2.0,0,16,144,301,1,972.83
4.0,39.0,465.0,,24.0,24.0,2.0,0,9,101,276,1,1290.14
2.0,25.0,906.0,,39.0,3.0,2.0,0,2,63,25,1,2174.45
1.0,17.0,156.0,,24.0,3.0,2.0,0,1,54,702,0,3234.94
2.0,50.0,796.0,,8.0,12.0,2.0,0,18,67,425,0,3006.14
0.0,40.0,705.0,,8.0,18.0,2.0,0,3,19,432,0,1361.64
4.0,6.0,907.0,,24.0,3.0,1.0,0,4,23,495,0,3578.14
2.0,25.0,466.0,,61.0,3.0,2.0,1,56,346,531,0,1933.64
2.0,45.0,465.0,,8.0,3.0,2.0,0,9,50,644,0,4150.14
4.0,53.0,230.0,,24.0,24.0,2.0,0,2,62,9,1,1862.14
2.0,45.0,17.0,,24.0,3.0,2.0,0,3,26,405,0,1462.44
2.0,21.0,499.0,,56.0,17.0,0.0,0,7,27,374,0,1433.14
4.0,0.0,291.0,,40.0,18.0,2.0,0,6,40,452,0,2005.14
1.0,17.0,498.0,,24.0,3.0,2.0,0,7,182,1,1,9283.84
2.0,21.0,796.0,,56.0,12.0,2.0,0,1,27,1,1,1719.14
4.0,6.0,697.0,,55.0,3.0,2.0,0,24,190,528,0,4221.64
2.0,27.0,291.0,,8.0,3.0,2.0,0,9,143,1,1,1733.44
1.0,17.0,187.0,,7.0,17.0,2.0,0,37,228,481,0,3792.64
4.0,53.0,439.0,,55.0,3.0,1.0,0,1,19,377,0,1147.14
0.0,58.0,372.0,55.0,53.0,24.0,2.0,0,4,59,4,1,6438.14
4.0,14.0,1000.0,,55.0,1.0,1.0,0,5,52,5,1,932.64
2.0,52.0,466.0,,8.0,3.0,2.0,0,5,81,4,1,2863.14
1.0,17.0,943.0,81.0,32.0,10.0,2.0,0,11,114,28,1,4865.14
4.0,39.0,465.0,,24.0,3.0,2.0,0,3,102,25,1,1640.78
1.0,17.0,890.0,,17.0,3.0,1.0,0,12,110,531,0,2582.35
2.0,25.0,943.0,,47.0,15.0,2.0,0,33,203,681,0,10728.14
1.0,17.0,179.0,,33.0,1.0,1.0,0,3,13,5,1,897.6
2.0,26.0,754.0,,66.0,1.0,2.0,0,4,38,708,0,4822.24
3.0,33.0,959.0,84.0,11.0,24.0,2.0,0,0,15,0,1,1290.14
4.0,0.0,465.0,23.0,55.0,9.0,2.0,0,10,85,141,1,1933.64
4.0,39.0,666.0,,33.0,1.0,2.0,0,7,49,680,0,2457.77
4.0,6.0,852.0,,24.0,3.0,2.0,0,28,121,648,1,3818.17
3.0,33.0,1059.0,,28.0,3.0,2.0,0,0,7,1,1,1602.33
2.0,50.0,291.0,,8.0,12.0,2.0,0,8,48,404,0,1004.14
2.0,25.0,466.0,,8.0,4.0,1.0,0,3,84,7,1,1004.14
2.0,52.0,341.0,,8.0,20.0,2.0,0,9,23,617,0,718.14
2.0,45.0,255.0,,61.0,3.0,2.0,0,20,64,513,0,2577.14
2.0,26.0,931.0,,66.0,3.0,2.0,0,1,27,377,0,1218.64
4.0,0.0,465.0,,55.0,3.0,2.0,0,3,31,5,1,6009.14
2.0,11.0,666.0,,66.0,16.0,2.0,0,3,35,420,0,2863.14
2.0,56.0,47.0,,61.0,3.0,2.0,0,3,25,64,1,1990.84
3.0,7.0,720.0,,24.0,3.0,2.0,0,18,107,112,1,1232.64
2.0,26.0,466.0,,8.0,3.0,2.0,0,8,71,485,0,1290.14
1.0,17.0,1013.0,,24.0,3.0,2.0,0,6,63,165,1,2863.14
4.0,4.0,204.0,,7.0,3.0,2.0,0,18,109,461,0,4404.57
4.0,39.0,907.0,,55.0,3.0,2.0,0,9,64,702,0,932.64
2.0,26.0,623.0,,8.0,12.0,1.0,0,0,9,1,1,875.44
4.0,28.0,895.0,,12.0,1.0,1.0,0,10,108,653,0,989.84
2.0,11.0,798.0,,39.0,3.0,2.0,0,5,30,381,0,2434.76
1.0,46.0,341.0,,24.0,6.0,1.0,0,6,75,41,1,989.84
0.0,5.0,705.0,,55.0,23.0,2.0,0,4,26,19,1,1532.96
2.0,27.0,796.0,,8.0,3.0,1.0,0,12,177,226,1,3292.14
2.0,21.0,789.0,,16.0,18.0,2.0,0,21,92,507,0,6946.95
2.0,21.0,1031.0,,47.0,24.0,2.0,0,3,13,384,0,1862.14
4.0,53.0,466.0,,24.0,3.0,2.0,0,5,44,54,1,2720.14
2.0,52.0,681.0,,3.0,21.0,2.0,0,4,11,479,0,861.14
4.0,20.0,1000.0,,24.0,3.0,2.0,0,6,60,397,0,861.14
2.0,21.0,465.0,,66.0,3.0,2.0,0,4,30,3,1,1047.04
2.0,52.0,289.0,,8.0,15.0,2.0,0,4,45,1,1,1433.14
4.0,4.0,465.0,,24.0,3.0,2.0,0,5,89,179,1,1166.59
2.0,11.0,348.0,,47.0,8.0,2.0,0,2,33,537,0,2362.64
3.0,12.0,1059.0,,28.0,22.0,2.0,0,3,38,5,1,895.09
2.0,21.0,984.0,,8.0,3.0,2.0,0,3,6,484,0,718.14
2.0,21.0,236.0,,66.0,6.0,2.0,0,8,34,459,0,1418.08
2.0,52.0,488.0,,32.0,14.0,2.0,0,6,73,59,1,1350.47
2.0,52.0,465.0,,47.0,18.0,2.0,1,2,70,270,1,1290.14
2.0,21.0,905.0,,8.0,24.0,2.0,0,3,22,312,1,1307.88
2.0,22.0,291.0,,8.0,18.0,2.0,0,11,199,75,1,2148.14
2.0,45.0,465.0,,58.0,18.0,2.0,0,22,80,203,1,1218.64
2.0,56.0,943.0,,47.0,18.0,2.0,0,3,34,237,1,1576.14
2.0,26.0,466.0,,8.0,12.0,1.0,0,1,23,2,1,931.02
2.0,11.0,840.0,,47.0,24.0,2.0,0,11,45,410,0,1833.54
4.0,14.0,1000.0,,24.0,0.0,1.0,0,4,52,59,1,1790.64
2.0,21.0,943.0,,8.0,16.0,2.0,0,5,31,373,0,4768.73
2.0,52.0,279.0,,47.0,15.0,2.0,0,4,49,342,1,1032.74
1.0,17.0,640.0,,24.0,8.0,2.0,0,18,221,42,1,5151.14
2.0,45.0,465.0,,9.0,3.0,2.0,0,11,98,579,0,2577.14
4.0,39.0,196.0,,24.0,10.0,2.0,0,4,30,439,0,2863.14
1.0,17.0,720.0,25.0,24.0,11.0,1.0,0,2,36,1,1,7153.14
2.0,9.0,336.0,,39.0,1.0,1.0,0,4,75,46,1,1647.64
2.0,30.0,393.0,,38.0,3.0,2.0,0,4,33,533,0,575.14
4.0,20.0,47.0,,24.0,18.0,1.0,0,4,19,493,1,861.14
2.0,26.0,705.0,,56.0,10.0,2.0,0,6,72,186,1,1077.47
4.0,4.0,1000.0,,33.0,3.0,1.0,0,1,34,24,1,932.64
2.0,11.0,685.0,,56.0,18.0,1.0,0,3,44,405,0,1933.64
1.0,17.0,498.0,,42.0,12.0,2.0,0,2,54,5,1,8440.14
2.0,11.0,541.0,,8.0,20.0,2.0,0,4,52,661,0,989.84
2.0,52.0,667.0,,12.0,4.0,2.0,0,33,112,599,0,2711.85
4.0,20.0,907.0,,24.0,1.0,2.0,0,10,49,668,0,3249.05
2.0,42.0,784.0,,8.0,19.0,2.0,0,2,26,417,0,932.64
2.0,21.0,156.0,,66.0,3.0,2.0,0,10,84,61,1,1576.14
4.0,6.0,371.0,,33.0,3.0,1.0,0,4,42,37,1,1147.14
1.0,17.0,341.0,,24.0,20.0,2.0,0,20,148,210,1,11443.14
3.0,12.0,959.0,,11.0,19.0,2.0,0,4,44,16,1,403.54
1.0,17.0,1031.0,,24.0,4.0,1.0,0,3,58,107,1,875.44
4.0,39.0,994.0,,33.0,6.0,2.0,0,2,14,419,1,861.14
0.0,40.0,289.0,,47.0,15.0,1.0,0,8,108,340,1,2148.14
2.0,11.0,90.0,,8.0,19.0,2.0,0,6,28,601,0,1290.14
4.0,20.0,1059.0,,33.0,3.0,1.0,0,8,103,460,1,718.14
2.0,43.0,852.0,,8.0,3.0,2.0,0,0,21,0,1,2720.14
2.0,21.0,465.0,,61.0,3.0,2.0,0,5,70,469,0,2720.14
4.0,6.0,428.0,,24.0,1.0,1.0,0,2,43,446,0,2505.64
4.0,28.0,289.0,,24.0,3.0,1.0,0,1,26,2,1,1433.14
4.0,6.0,130.0,,24.0,3.0,2.0,0,3,20,425,0,4150.14
0.0,57.0,1008.0,,24.0,3.0,2.0,0,16,88,486,0,1004.14
3.0,33.0,1059.0,,35.0,10.0,2.0,0,19,85,61,1,1361.64
4.0,39.0,99.0,,55.0,8.0,1.0,0,5,32,130,1,2434.14
4.0,6.0,907.0,,24.0,3.0,2.0,0,6,75,10,1,1218.64
4.0,20.0,1000.0,,24.0,7.0,2.0,0,3,31,332,1,703.84
1.0,3.0,720.0,,24.0,6.0,2.0,0,2,49,10,1,6490.75
4.0,20.0,907.0,,33.0,18.0,2.0,0,2,29,33,1,4166.51
2.0,11.0,794.0,,61.0,15.0,2.0,0,11,35,454,0,1790.64
4.0,53.0,465.0,27.0,55.0,12.0,1.0,0,5,42,36,1,1576.14
2.0,21.0,766.0,,8.0,3.0,2.0,0,1,40,6,1,2291.14
4.0,39.0,465.0,,24.0,1.0,2.0,0,11,42,444,0,2705.84
2.0,11.0,620.0,,66.0,15.0,2.0,0,6,59,134,1,2863.14
2.0,52.0,466.0,,66.0,6.0,2.0,0,5,39,7,1,1147.14
1.0,17.0,644.0,194.0,24.0,1.0,1.0,0,11,106,514,0,1719.14
2.0,30.0,852.0,,8.0,12.0,2.0,0,1,43,22,1,618.04
2.0,21.0,313.0,,56.0,21.0,2.0,0,4,35,412,0,2148.14
2.0,30.0,943.0,,47.0,3.0,2.0,0,16,190,227,1,981.7
2.0,52.0,906.0,,32.0,4.0,2.0,0,15,128,46,1,1361.64
0.0,40.0,863.0,,47.0,22.0,2.0,0,3,15,8,1,503.64
1.0,17.0,685.0,,24.0,3.0,2.0,0,8,72,291,1,718.14
2.0,50.0,291.0,,8.0,24.0,2.0,0,6,52,1,1,1218.64
2.0,21.0,187.0,,60.0,3.0,1.0,0,3,42,44,1,1576.14
4.0,13.0,1031.0,,7.0,24.0,2.0,0,2,18,4,1,1433.14
4.0,20.0,49.0,,24.0,3.0,2.0,0,3,46,179,1,1290.14
0.0,40.0,865.0,,47.0,11.0,2.0,0,5,52,656,0,989.84
2.0,45.0,666.0,,66.0,18.0,2.0,0,7,39,11,1,2148.14
2.0,11.0,813.0,,47.0,18.0,1.0,0,15,109,450,0,1299.41
3.0,35.0,931.0,,28.0,15.0,2.0,0,9,54,638,1,1833.54
2.0,45.0,466.0,,47.0,15.0,2.0,0,1,27,9,1,1290.14
2.0,30.0,557.0,,47.0,11.0,2.0,0,21,228,21,1,2505.64
4.0,53.0,230.0,,24.0,3.0,2.0,0,6,48,50,1,1207.18
4.0,39.0,465.0,118.0,24.0,13.0,2.0,0,15,114,2,1,4007.14
4.0,28.0,499.0,,24.0,24.0,1.0,0,2,14,16,1,932.64
2.0,11.0,798.0,,47.0,7.0,2.0,0,9,57,654,0,2872.07
4.0,39.0,950.0,,55.0,3.0,2.0,0,1,22,390,0,2078.81
2.0,21.0,988.0,,66.0,4.0,1.0,0,4,16,174,1,1218.64
1.0,17.0,498.0,127.0,42.0,1.0,1.0,0,4,72,0,1,2577.14
2.0,9.0,685.0,,66.0,6.0,2.0,0,6,161,544,0,7010.14
4.0,20.0,950.0,,55.0,3.0,2.0,0,3,16,1,1,2040.53
1.0,17.0,720.0,,24.0,3.0,1.0,0,2,60,0,1,4293.14
1.0,46.0,883.0,,28.0,14.0,2.0,0,6,33,458,0,1290.14
1.0,17.0,319.0,,56.0,18.0,2.0,0,1,37,0,1,2291.14
3.0,33.0,405.0,,36.0,10.0,2.0,0,2,121,38,1,5294.14
4.0,39.0,934.0,,24.0,15.0,2.0,0,11,88,21,1,4248.17
1.0,17.0,943.0,81.0,39.0,6.0,1.0,0,14,97,28,1,4007.14
2.0,43.0,757.0,,8.0,4.0,2.0,0,2,28,396,0,989.84
2.0,11.0,813.0,,47.0,18.0,1.0,0,15,109,450,0,1299.41
2.0,21.0,271.0,,66.0,3.0,2.0,0,1,21,396,0,1862.14
1.0,46.0,541.0,,56.0,24.0,2.0,0,9,217,115,1,918.34
4.0,39.0,499.0,,24.0,3.0,2.0,0,5,54,650,0,1790.64
2.0,11.0,311.0,,66.0,4.0,2.0,0,3,17,24,1,424.79
2.0,52.0,466.0,,8.0,18.0,2.0,0,5,62,607,0,1418.84
2.0,9.0,832.0,,39.0,3.0,2.0,0,13,90,458,0,6295.14
2.0,55.0,466.0,,39.0,13.0,2.0,0,4,101,100,1,2434.14
2.0,21.0,1013.0,,24.0,3.0,2.0,0,2,57,72,1,3292.14
1.0,17.0,498.0,,24.0,11.0,1.0,0,4,59,57,1,4293.14
2.0,45.0,499.0,,39.0,15.0,2.0,0,2,32,535,0,3578.14
4.0,20.0,907.0,,24.0,3.0,1.0,0,4,44,60,1,432.14
1.0,17.0,666.0,,24.0,12.0,1.0,0,8,79,375,0,3220.64
2.0,21.0,683.0,,8.0,8.0,2.0,0,4,12,404,0,978.81
2.0,22.0,831.0,,32.0,3.0,2.0,0,2,18,259,1,650.14
2.0,9.0,800.0,,39.0,3.0,1.0,0,7,77,514,0,1104.24
4.0,14.0,204.0,,60.0,3.0,2.0,0,3,40,2,1,2409.12
2.0,52.0,993.0,,47.0,4.0,2.0,0,2,40,678,0,1949.92
2.0,49.0,332.0,,8.0,18.0,2.0,0,1,48,67,1,861.14
4.0,14.0,1000.0,,55.0,4.0,1.0,0,1,28,7,1,861.14
0.0,40.0,1057.0,,8.0,17.0,2.0,0,31,117,338,1,1719.14
2.0,26.0,466.0,,66.0,13.0,2.0,1,42,214,71,1,1647.64
2.0,21.0,465.0,,25.0,3.0,2.0,0,4,16,4,1,1004.14
4.0,14.0,439.0,,24.0,22.0,2.0,0,8,84,187,1,1790.64
2.0,11.0,271.0,,47.0,18.0,2.0,0,1,41,720,0,861.14
4.0,20.0,47.0,,7.0,16.0,2.0,0,3,26,381,0,4059.06
2.0,21.0,190.0,,39.0,3.0,2.0,0,3,65,148,1,2720.14
2.0,56.0,577.0,,8.0,4.0,2.0,0,9,85,66,1,2148.14
1.0,17.0,583.0,,43.0,15.0,2.0,0,11,62,38,1,4150.14
3.0,38.0,959.0,,53.0,4.0,2.0,0,0,22,369,0,932.64
0.0,18.0,644.0,,66.0,18.0,2.0,0,3,24,80,1,1004.14
4.0,39.0,666.0,,33.0,9.0,2.0,0,2,49,1,1,2148.14
4.0,4.0,1008.0,,37.0,17.0,2.0,0,4,56,331,1,503.64
2.0,11.0,349.0,,8.0,3.0,2.0,0,2,15,517,0,1719.14
2.0,52.0,936.0,,47.0,3.0,2.0,0,0,8,1,1,1250.74
4.0,39.0,465.0,,24.0,7.0,2.0,0,3,27,1,1,4150.14
2.0,52.0,975.0,,47.0,3.0,1.0,0,18,101,199,1,1208.43
2.0,42.0,341.0,,8.0,11.0,2.0,0,2,28,396,0,1389.36
2.0,56.0,136.0,,61.0,3.0,2.0,0,1,9,478,0,925.32
4.0,6.0,499.0,,24.0,11.0,1.0,0,4,64,282,1,3406.54
1.0,8.0,959.0,,37.0,24.0,2.0,0,12,169,500,1,1418.84
2.0,11.0,0.0,,56.0,18.0,2.0,0,3,13,1,1,718.14
2.0,52.0,289.0,,56.0,4.0,2.0,0,0,39,21,1,575.14
2.0,11.0,685.0,,47.0,7.0,2.0,0,4,36,19,1,2076.64
1.0,8.0,943.0,,32.0,3.0,2.0,0,4,57,156,1,2760.78
2.0,11.0,354.0,,47.0,3.0,2.0,0,12,146,147,1,2863.14
2.0,55.0,512.0,,8.0,3.0,2.0,0,6,64,469,0,2410.01
2.0,21.0,936.0,,58.0,21.0,2.0,0,4,18,35,1,1538.17
2.0,9.0,685.0,,66.0,6.0,0.0,0,1,34,0,1,1075.64
0.0,48.0,863.0,,28.0,3.0,2.0,0,1,9,600,0,1990.84
4.0,20.0,907.0,,39.0,3.0,2.0,0,4,17,543,0,2562.84
2.0,26.0,705.0,,61.0,15.0,2.0,0,4,40,34,1,932.64
2.0,27.0,475.0,,39.0,15.0,2.0,1,34,195,43,1,1878.7
2.0,11.0,942.0,,8.0,15.0,2.0,0,0,25,0,1,6009.14
2.0,21.0,466.0,,8.0,19.0,2.0,0,0,33,81,1,2279.74
2.0,11.0,271.0,,47.0,10.0,2.0,0,15,102,200,1,2893.24
4.0,4.0,465.0,,40.0,3.0,2.0,0,5,49,188,1,1862.14
4.0,20.0,890.0,,55.0,3.0,2.0,0,4,42,495,0,2467.59
2.0,26.0,767.0,,66.0,9.0,2.0,0,4,32,103,1,2291.14
4.0,39.0,1059.0,,45.0,24.0,2.0,0,23,172,283,1,1078.67
1.0,8.0,1082.0,,24.0,3.0,2.0,0,7,45,333,1,1433.14
2.0,50.0,830.0,,8.0,24.0,2.0,1,71,199,404,0,2555.69
4.0,20.0,943.0,,39.0,3.0,1.0,0,11,47,648,0,2076.64
2.0,52.0,465.0,,8.0,24.0,1.0,0,7,45,5,1,2133.84
4.0,39.0,99.0,,24.0,24.0,1.0,0,7,51,6,1,2863.14
2.0,9.0,100.0,,16.0,3.0,2.0,1,41,458,193,1,28603.14
1.0,17.0,2.0,,24.0,15.0,1.0,0,4,60,6,1,3663.94
4.0,20.0,47.0,,24.0,3.0,1.0,0,4,32,156,1,503.64
2.0,56.0,190.0,,66.0,3.0,2.0,0,5,20,469,0,861.14
2.0,52.0,289.0,,8.0,17.0,2.0,0,3,15,43,1,861.14
2.0,9.0,512.0,,66.0,12.0,2.0,0,3,47,0,1,3095.91
